 Ödül: -4799.10, Son 100 Bölüm Ort. Ödül: -11093.54
Adım: 309709, Bölüm Bitti, Ödül: -2888.41, Son 100 Bölüm Ort. Ödül: -11075.21
Adım: 603506, Bölüm Bitti, Ödül: -2457.21, Son 100 Bölüm Ort. Ödül: -6889.97
Adım: 603542, Bölüm Bitti, Ödül: -8925.72, Son 100 Bölüm Ort. Ödül: -6887.26
Adım: 603556, Bölüm Bitti, Ödül: -3292.19, Son 100 Bölüm Ort. Ödül: -6888.77
Adım: 603588, Bölüm Bitti, Ödül: -7016.69, Son 100 Bölüm Ort. Ödül: -6932.89
Adım: 603602, Bölüm Bitti, Ödül: -3248.22, Son 100 Bölüm Ort. Ödül: -6940.93
Adım: 603615, Bölüm Bitti, Ödül: -3123.83, Son 100 Bölüm Ort. Ödül: -6922.48
Adım: 603624, Bölüm Bitti, Ödül: -2073.21, Son 100 Bölüm Ort. Ödül: -6894.79
Adım: 603638, Bölüm Bitti, Ödül: -2971.45, Son 100 Bölüm Ort. Ödül: -6896.81
Adım: 604638, Bölüm Bitti, Ödül: -220703.88, Son 100 Bölüm Ort. Ödül: -9032.21
Adım: 604647, Bölüm Bitti, Ödül: -2342.81, Son 100 Bölüm Ort. Ödül: -9034.18
Adım: 604666, Bölüm Bitti, Ödül: -3634.06, Son 100 Bölüm Ort. Ödül: -9010.12
Adım: 604729, Bölüm Bitti, Ödül: -12534.93, Son 100 Bölüm Ort. Ödül: -9076.15
Adım: 604746, Bölüm Bitti, Ödül: -3619.05, Son 100 Bölüm Ort. Ödül: -9007.25
Adım: 604781, Bölüm Bitti, Ödül: -7609.92, Son 100 Bölüm Ort. Ödül: -9047.38
Adım: 604833, Bölüm Bitti, Ödül: -11337.20, Son 100 Bölüm Ort. Ödül: -9093.30
Adım: 604840, Bölüm Bitti, Ödül: -1862.92, Son 100 Bölüm Ort. Ödül: -9074.14
Adım: 604897, Bölüm Bitti, Ödül: -13719.97, Son 100 Bölüm Ort. Ödül: -9168.63
Adım: 604935, Bölüm Bitti, Ödül: -7818.16, Son 100 Bölüm Ort. Ödül: -9191.76
Adım: 604980, Bölüm Bitti, Ödül: -10481.87, Son 100 Bölüm Ort. Ödül: -9264.17
Adım: 604996, Bölüm Bitti, Ödül: -2829.03, Son 100 Bölüm Ort. Ödül: -9262.29
Adım: 605018, Bölüm Bitti, Ödül: -4271.54, Son 100 Bölüm Ort. Ödül: -9181.31
Adım: 605051, Bölüm Bitti, Ödül: -6781.75, Son 100 Bölüm Ort. Ödül: -9197.12
Adım: 605113, Bölüm Bitti, Ödül: -14383.85, Son 100 Bölüm Ort. Ödül: -9316.10
Adım: 605139, Bölüm Bitti, Ödül: -5525.20, Son 100 Bölüm Ort. Ödül: -9341.96
Adım: 605157, Bölüm Bitti, Ödül: -4385.04, Son 100 Bölüm Ort. Ödül: -9336.70
Adım: 605190, Bölüm Bitti, Ödül: -7941.29, Son 100 Bölüm Ort. Ödül: -9360.97
Adım: 605201, Bölüm Bitti, Ödül: -2920.81, Son 100 Bölüm Ort. Ödül: -9370.48
Adım: 605220, Bölüm Bitti, Ödül: -4268.51, Son 100 Bölüm Ort. Ödül: -9370.50
Adım: 605257, Bölüm Bitti, Ödül: -8289.30, Son 100 Bölüm Ort. Ödül: -9428.77
Adım: 605271, Bölüm Bitti, Ödül: -3085.10, Son 100 Bölüm Ort. Ödül: -9296.33
Adım: 605292, Bölüm Bitti, Ödül: -4204.06, Son 100 Bölüm Ort. Ödül: -9132.07
Adım: 605325, Bölüm Bitti, Ödül: -7522.58, Son 100 Bölüm Ort. Ödül: -8843.96
Adım: 605351, Bölüm Bitti, Ödül: -5146.87, Son 100 Bölüm Ort. Ödül: -8822.23
Adım: 605388, Bölüm Bitti, Ödül: -8210.99, Son 100 Bölüm Ort. Ödül: -8839.27
Adım: 606388, Bölüm Bitti, Ödül: -224388.55, Son 100 Bölüm Ort. Ödül: -11057.21
Adım: 606436, Bölüm Bitti, Ödül: -11218.91, Son 100 Bölüm Ort. Ödül: -11120.95
Adım: 606454, Bölüm Bitti, Ödül: -3857.37, Son 100 Bölüm Ort. Ödül: -11046.00
Adım: 606472, Bölüm Bitti, Ödül: -3606.54, Son 100 Bölüm Ort. Ödül: -10900.54
Adım: 606516, Bölüm Bitti, Ödül: -10046.68, Son 100 Bölüm Ort. Ödül: -10959.61
Adım: 606551, Bölüm Bitti, Ödül: -7681.84, Son 100 Bölüm Ort. Ödül: -10923.58
Adım: 606570, Bölüm Bitti, Ödül: -3728.99, Son 100 Bölüm Ort. Ödül: -10901.01
Adım: 606617, Bölüm Bitti, Ödül: -9967.97, Son 100 Bölüm Ort. Ödül: -10941.37
Adım: 606702, Bölüm Bitti, Ödül: -18232.36, Son 100 Bölüm Ort. Ödül: -11061.05
Adım: 606735, Bölüm Bitti, Ödül: -8378.59, Son 100 Bölüm Ort. Ödül: -11086.43
Adım: 606786, Bölüm Bitti, Ödül: -12272.78, Son 100 Bölüm Ort. Ödül: -11172.81
Adım: 606817, Bölüm Bitti, Ödül: -6399.81, Son 100 Bölüm Ort. Ödül: -11212.80
Adım: 606834, Bölüm Bitti, Ödül: -3764.88, Son 100 Bölüm Ort. Ödül: -11030.75
Adım: 606845, Bölüm Bitti, Ödül: -2388.74, Son 100 Bölüm Ort. Ödül: -10958.90
Adım: 606863, Bölüm Bitti, Ödül: -3929.82, Son 100 Bölüm Ort. Ödül: -10911.20
Adım: 606889, Bölüm Bitti, Ödül: -5328.18, Son 100 Bölüm Ort. Ödül: -10922.01
Adım: 606913, Bölüm Bitti, Ödül: -5366.78, Son 100 Bölüm Ort. Ödül: -10954.63
Adım: 606927, Bölüm Bitti, Ödül: -2179.33, Son 100 Bölüm Ort. Ödül: -10919.51
Adım: 606968, Bölüm Bitti, Ödül: -8815.40, Son 100 Bölüm Ort. Ödül: -10974.09
Adım: 606979, Bölüm Bitti, Ödül: -2513.69, Son 100 Bölüm Ort. Ödül: -10959.15
Adım: 606994, Bölüm Bitti, Ödül: -3060.04, Son 100 Bölüm Ort. Ödül: -10938.22
Adım: 607009, Bölüm Bitti, Ödül: -3198.94, Son 100 Bölüm Ort. Ödül: -10944.05
Adım: 607026, Bölüm Bitti, Ödül: -3859.43, Son 100 Bölüm Ort. Ödül: -10967.01
Adım: 607040, Bölüm Bitti, Ödül: -2614.89, Son 100 Bölüm Ort. Ödül: -10951.25
Adım: 607052, Bölüm Bitti, Ödül: -2130.18, Son 100 Bölüm Ort. Ödül: -10952.44
Adım: 607064, Bölüm Bitti, Ödül: -3437.05, Son 100 Bölüm Ort. Ödül: -10939.72
Adım: 607123, Bölüm Bitti, Ödül: -14233.86, Son 100 Bölüm Ort. Ödül: -10897.73
Adım: 607143, Bölüm Bitti, Ödül: -5086.36, Son 100 Bölüm Ort. Ödül: -10920.41
Adım: 607161, Bölüm Bitti, Ödül: -4145.95, Son 100 Bölüm Ort. Ödül: -10883.12
Adım: 607219, Bölüm Bitti, Ödül: -12154.23, Son 100 Bölüm Ort. Ödül: -10926.69
Adım: 607242, Bölüm Bitti, Ödül: -4618.26, Son 100 Bölüm Ort. Ödül: -10951.97
Adım: 607255, Bölüm Bitti, Ödül: -3564.77, Son 100 Bölüm Ort. Ödül: -10933.17
Adım: 607273, Bölüm Bitti, Ödül: -4642.17, Son 100 Bölüm Ort. Ödül: -10917.00
Adım: 607302, Bölüm Bitti, Ödül: -6706.17, Son 100 Bölüm Ort. Ödül: -10891.85
Adım: 607322, Bölüm Bitti, Ödül: -4984.82, Son 100 Bölüm Ort. Ödül: -10916.23
Adım: 607346, Bölüm Bitti, Ödül: -5522.61, Son 100 Bölüm Ort. Ödül: -10895.67
Adım: 607374, Bölüm Bitti, Ödül: -6245.23, Son 100 Bölüm Ort. Ödül: -10852.08
Adım: 607397, Bölüm Bitti, Ödül: -4926.87, Son 100 Bölüm Ort. Ödül: -10799.84
Adım: 607419, Bölüm Bitti, Ödül: -4093.16, Son 100 Bölüm Ort. Ödül: -10782.08
Adım: 607437, Bölüm Bitti, Ödül: -3922.57, Son 100 Bölüm Ort. Ödül: -10790.34
Adım: 607485, Bölüm Bitti, Ödül: -9944.32, Son 100 Bölüm Ort. Ödül: -10798.39
Adım: 607497, Bölüm Bitti, Ödül: -2007.75, Son 100 Bölüm Ort. Ödül: -10752.52
Adım: 607510, Bölüm Bitti, Ödül: -3429.21, Son 100 Bölüm Ort. Ödül: -10716.23
Adım: 607532, Bölüm Bitti, Ödül: -4468.45, Son 100 Bölüm Ort. Ödül: -10623.50
Adım: 607552, Bölüm Bitti, Ödül: -4342.52, Son 100 Bölüm Ort. Ödül: -10624.36
Adım: 607584, Bölüm Bitti, Ödül: -6855.65, Son 100 Bölüm Ort. Ödül: -10652.13
Adım: 607656, Bölüm Bitti, Ödül: -15526.99, Son 100 Bölüm Ort. Ödül: -10773.21
Adım: 607691, Bölüm Bitti, Ödül: -7062.47, Son 100 Bölüm Ort. Ödül: -10781.67
Adım: 607708, Bölüm Bitti, Ödül: -4179.91, Son 100 Bölüm Ort. Ödül: -10755.30
Adım: 607783, Bölüm Bitti, Ödül: -16797.09, Son 100 Bölüm Ort. Ödül: -10887.95
Adım: 607822, Bölüm Bitti, Ödül: -8841.84, Son 100 Bölüm Ort. Ödül: -10935.13
Adım: 607847, Bölüm Bitti, Ödül: -5495.19, Son 100 Bölüm Ort. Ödül: -10918.51
Adım: 607860, Bölüm Bitti, Ödül: -2987.17, Son 100 Bölüm Ort. Ödül: -10809.95
Adım: 607872, Bölüm Bitti, Ödül: -2418.17, Son 100 Bölüm Ort. Ödül: -10645.91
Adım: 607971, Bölüm Bitti, Ödül: -22186.25, Son 100 Bölüm Ort. Ödül: -10802.76
Adım: 607992, Bölüm Bitti, Ödül: -5679.59, Son 100 Bölüm Ort. Ödül: -10768.18
Adım: 608007, Bölüm Bitti, Ödül: -3528.66, Son 100 Bölüm Ort. Ödül: -10718.09
Adım: 609007, Bölüm Bitti, Ödül: -215273.92, Son 100 Bölüm Ort. Ödül: -12659.29
Adım: 609024, Bölüm Bitti, Ödül: -3465.66, Son 100 Bölüm Ort. Ödül: -12639.61
Adım: 609072, Bölüm Bitti, Ödül: -9931.11, Son 100 Bölüm Ort. Ödül: -12679.00
Adım: 609360, Bölüm Bitti, Ödül: -67552.53, Son 100 Bölüm Ort. Ödül: -13282.39
Adım: 609387, Bölüm Bitti, Ödül: -5058.02, Son 100 Bölüm Ort. Ödül: -13295.26
Adım: 609400, Bölüm Bitti, Ödül: -2877.19, Son 100 Bölüm Ort. Ödül: -13300.38
Adım: 609415, Bölüm Bitti, Ödül: -3505.11, Son 100 Bölüm Ort. Ödül: -13215.73
Adım: 609427, Bölüm Bitti, Ödül: -2551.84, Son 100 Bölüm Ort. Ödül: -13153.61
Adım: 609486, Bölüm Bitti, Ödül: -13043.47, Son 100 Bölüm Ort. Ödül: -13247.64
Adım: 610199, Bölüm Bitti, Ödül: -157926.25, Son 100 Bölüm Ort. Ödül: -14802.33
Adım: 610250, Bölüm Bitti, Ödül: -11649.40, Son 100 Bölüm Ort. Ödül: -14829.57
Adım: 610301, Bölüm Bitti, Ödül: -11334.46, Son 100 Bölüm Ort. Ödül: -14909.99
Adım: 610317, Bölüm Bitti, Ödül: -3469.59, Son 100 Bölüm Ort. Ödül: -14874.52
Adım: 610330, Bölüm Bitti, Ödül: -3082.73, Son 100 Bölüm Ort. Ödül: -14872.86
Adım: 610339, Bölüm Bitti, Ödül: -1798.24, Son 100 Bölüm Ort. Ödül: -14859.61
Adım: 610351, Bölüm Bitti, Ödül: -2678.24, Son 100 Bölüm Ort. Ödül: -14865.66
Adım: 611351, Bölüm Bitti, Ödül: -222730.60, Son 100 Bölüm Ort. Ödül: -17063.25
Adım: 611386, Bölüm Bitti, Ödül: -7415.64, Son 100 Bölüm Ort. Ödül: -14930.37
Adım: 611413, Bölüm Bitti, Ödül: -6785.72, Son 100 Bölüm Ort. Ödül: -14974.80
Adım: 611460, Bölüm Bitti, Ödül: -10756.83, Son 100 Bölüm Ort. Ödül: -15046.02
Adım: 611506, Bölüm Bitti, Ödül: -10822.19, Son 100 Bölüm Ort. Ödül: -15028.90
Adım: 611523, Bölüm Bitti, Ödül: -3169.42, Son 100 Bölüm Ort. Ödül: -15024.40
Adım: 611543, Bölüm Bitti, Ödül: -4599.65, Son 100 Bölüm Ort. Ödül: -14994.30
Adım: 611595, Bölüm Bitti, Ödül: -11350.23, Son 100 Bölüm Ort. Ödül: -14994.43
Adım: 611606, Bölüm Bitti, Ödül: -2493.06, Son 100 Bölüm Ort. Ödül: -15000.73
Adım: 611646, Bölüm Bitti, Ödül: -8998.11, Son 100 Bölüm Ort. Ödül: -14953.51
Adım: 611669, Bölüm Bitti, Ödül: -4928.62, Son 100 Bölüm Ort. Ödül: -14924.62
Adım: 611719, Bölüm Bitti, Ödül: -10907.82, Son 100 Bölüm Ort. Ödül: -14928.88
Adım: 611732, Bölüm Bitti, Ödül: -2524.55, Son 100 Bölüm Ort. Ödül: -14925.83
Adım: 611743, Bölüm Bitti, Ödül: -2498.33, Son 100 Bölüm Ort. Ödül: -14908.10
Adım: 611763, Bölüm Bitti, Ödül: -5270.92, Son 100 Bölüm Ort. Ödül: -14892.99
Adım: 611789, Bölüm Bitti, Ödül: -5869.74, Son 100 Bölüm Ort. Ödül: -14807.85
Adım: 611800, Bölüm Bitti, Ödül: -2292.63, Son 100 Bölüm Ort. Ödül: -14775.52
Adım: 611819, Bölüm Bitti, Ödül: -4263.06, Son 100 Bölüm Ort. Ödül: -14774.30
Adım: 611829, Bölüm Bitti, Ödül: -1984.99, Son 100 Bölüm Ort. Ödül: -14714.74
Adım: 611883, Bölüm Bitti, Ödül: -10592.67, Son 100 Bölüm Ort. Ödül: -14791.46
Adım: 611983, Bölüm Bitti, Ödül: -22094.90, Son 100 Bölüm Ort. Ödül: -14969.72
Adım: 611996, Bölüm Bitti, Ödül: -2771.75, Son 100 Bölüm Ort. Ödül: -14914.55
Adım: 612041, Bölüm Bitti, Ödül: -9435.82, Son 100 Bölüm Ort. Ödül: -14978.06
Adım: 612060, Bölüm Bitti, Ödül: -3954.12, Son 100 Bölüm Ort. Ödül: -14975.56
Adım: 612137, Bölüm Bitti, Ödül: -15925.43, Son 100 Bölüm Ort. Ödül: -15059.58
Adım: 612190, Bölüm Bitti, Ödül: -12181.98, Son 100 Bölüm Ort. Ödül: -15129.94
Adım: 612267, Bölüm Bitti, Ödül: -18886.73, Son 100 Bölüm Ort. Ödül: -15236.69
Adım: 612289, Bölüm Bitti, Ödül: -4927.41, Son 100 Bölüm Ort. Ödül: -13042.08
Adım: 612340, Bölüm Bitti, Ödül: -11920.90, Son 100 Bölüm Ort. Ödül: -13049.10
Adım: 612365, Bölüm Bitti, Ödül: -4819.18, Son 100 Bölüm Ort. Ödül: -13058.72
Adım: 612379, Bölüm Bitti, Ödül: -3116.56, Son 100 Bölüm Ort. Ödül: -13053.82
Adım: 612421, Bölüm Bitti, Ödül: -9067.34, Son 100 Bölüm Ort. Ödül: -13044.03
Adım: 612445, Bölüm Bitti, Ödül: -4616.95, Son 100 Bölüm Ort. Ödül: -13013.38
Adım: 612461, Bölüm Bitti, Ödül: -4000.46, Son 100 Bölüm Ort. Ödül: -13016.09
Adım: 612475, Bölüm Bitti, Ödül: -2932.00, Son 100 Bölüm Ort. Ödül: -12945.73
Adım: 612503, Bölüm Bitti, Ödül: -4896.35, Son 100 Bölüm Ort. Ödül: -12812.37
Adım: 612513, Bölüm Bitti, Ödül: -2046.21, Son 100 Bölüm Ort. Ödül: -12749.05
Adım: 612522, Bölüm Bitti, Ödül: -1331.24, Son 100 Bölüm Ort. Ödül: -12639.63
Adım: 613522, Bölüm Bitti, Ödül: -220501.39, Son 100 Bölüm Ort. Ödül: -14780.65
Adım: 613560, Bölüm Bitti, Ödül: -7449.09, Son 100 Bölüm Ort. Ödül: -14817.49
Adım: 613587, Bölüm Bitti, Ödül: -5652.75, Son 100 Bölüm Ort. Ödül: -14850.13
Adım: 613601, Bölüm Bitti, Ödül: -4015.12, Son 100 Bölüm Ort. Ödül: -14850.98
Adım: 613650, Bölüm Bitti, Ödül: -10852.22, Son 100 Bölüm Ort. Ödül: -14906.22
Adım: 613664, Bölüm Bitti, Ödül: -3704.80, Son 100 Bölüm Ort. Ödül: -14889.60
Adım: 613682, Bölüm Bitti, Ödül: -4609.39, Son 100 Bölüm Ort. Ödül: -14913.91
Adım: 613725, Bölüm Bitti, Ödül: -9834.07, Son 100 Bölüm Ort. Ödül: -14924.09
Adım: 613740, Bölüm Bitti, Ödül: -4473.53, Son 100 Bölüm Ort. Ödül: -14943.69
Adım: 613755, Bölüm Bitti, Ödül: -3823.93, Son 100 Bölüm Ort. Ödül: -14951.33
Adım: 613800, Bölüm Bitti, Ödül: -9612.69, Son 100 Bölüm Ort. Ödül: -15015.47
Adım: 613817, Bölüm Bitti, Ödül: -3215.52, Son 100 Bölüm Ort. Ödül: -15009.03
Adım: 613844, Bölüm Bitti, Ödül: -5929.95, Son 100 Bölüm Ort. Ödül: -15042.18
Adım: 613858, Bölüm Bitti, Ödül: -4183.95, Son 100 Bölüm Ort. Ödül: -15062.72
Adım: 613880, Bölüm Bitti, Ödül: -5444.67, Son 100 Bölüm Ort. Ödül: -15082.79
Adım: 613907, Bölüm Bitti, Ödül: -6197.90, Son 100 Bölüm Ort. Ödül: -15002.43
Adım: 613936, Bölüm Bitti, Ödül: -6453.54, Son 100 Bölüm Ort. Ödül: -15016.10
Adım: 614031, Bölüm Bitti, Ödül: -22090.93, Son 100 Bölüm Ort. Ödül: -15195.55
Adım: 614054, Bölüm Bitti, Ödül: -5179.63, Son 100 Bölüm Ort. Ödül: -15125.81
Adım: 614087, Bölüm Bitti, Ödül: -6689.62, Son 100 Bölüm Ort. Ödül: -15146.52
Adım: 614106, Bölüm Bitti, Ödül: -4151.86, Son 100 Bölüm Ort. Ödül: -15152.39
Adım: 614119, Bölüm Bitti, Ödül: -2768.12, Son 100 Bölüm Ort. Ödül: -15133.65
Adım: 614139, Bölüm Bitti, Ödül: -4189.72, Son 100 Bölüm Ort. Ödül: -15108.49
Adım: 614170, Bölüm Bitti, Ödül: -6519.93, Son 100 Bölüm Ort. Ödül: -15123.84
Adım: 614190, Bölüm Bitti, Ödül: -3495.82, Son 100 Bölüm Ort. Ödül: -15103.57
Adım: 614211, Bölüm Bitti, Ödül: -5080.70, Son 100 Bölüm Ort. Ödül: -15091.93
Adım: 614228, Bölüm Bitti, Ödül: -3823.70, Son 100 Bölüm Ort. Ödül: -15080.89
Adım: 614251, Bölüm Bitti, Ödül: -6159.82, Son 100 Bölüm Ort. Ödül: -15101.56
Adım: 614275, Bölüm Bitti, Ödül: -5399.42, Son 100 Bölüm Ort. Ödül: -15116.33
Adım: 614288, Bölüm Bitti, Ödül: -2154.95, Son 100 Bölüm Ort. Ödül: -15038.44
Adım: 614356, Bölüm Bitti, Ödül: -14032.50, Son 100 Bölüm Ort. Ödül: -15158.68
Adım: 614384, Bölüm Bitti, Ödül: -6722.49, Son 100 Bölüm Ort. Ödül: -15191.62
Adım: 614406, Bölüm Bitti, Ödül: -5871.00, Son 100 Bölüm Ort. Ödül: -15205.64
Adım: 614440, Bölüm Bitti, Ödül: -7104.96, Son 100 Bölüm Ort. Ödül: -15233.27
Adım: 614460, Bölüm Bitti, Ödül: -4639.30, Son 100 Bölüm Ort. Ödül: -15211.10
Adım: 614475, Bölüm Bitti, Ödül: -2873.43, Son 100 Bölüm Ort. Ödül: -15084.57
Adım: 614498, Bölüm Bitti, Ödül: -5314.69, Son 100 Bölüm Ort. Ödül: -15067.09
Adım: 614510, Bölüm Bitti, Ödül: -2663.32, Son 100 Bölüm Ort. Ödül: -15051.92
Adım: 614523, Bölüm Bitti, Ödül: -2452.06, Son 100 Bölüm Ort. Ödül: -14908.47
Adım: 614542, Bölüm Bitti, Ödül: -4700.16, Son 100 Bölüm Ort. Ödül: -14867.06
Adım: 615472, Bölüm Bitti, Ödül: -205552.77, Son 100 Bölüm Ort. Ödül: -16867.63
Adım: 615510, Bölüm Bitti, Ödül: -8767.52, Son 100 Bölüm Ort. Ödül: -16925.43
Adım: 615563, Bölüm Bitti, Ödül: -11711.17, Son 100 Bölüm Ort. Ödül: -17018.36
Adım: 615643, Bölüm Bitti, Ödül: -19446.70, Son 100 Bölüm Ort. Ödül: -16990.97
Adım: 615673, Bölüm Bitti, Ödül: -6582.59, Son 100 Bölüm Ort. Ödül: -17000.00
Adım: 615700, Bölüm Bitti, Ödül: -5563.84, Son 100 Bölüm Ort. Ödül: -17020.35
Adım: 615721, Bölüm Bitti, Ödül: -4445.66, Son 100 Bölüm Ort. Ödül: -14912.07
Adım: 615747, Bölüm Bitti, Ödül: -5090.23, Son 100 Bölüm Ort. Ödül: -14928.31
Adım: 615757, Bölüm Bitti, Ödül: -1862.39, Son 100 Bölüm Ort. Ödül: -14847.63
Adım: 615778, Bölüm Bitti, Ödül: -3971.44, Son 100 Bölüm Ort. Ödül: -14211.82
Adım: 615793, Bölüm Bitti, Ödül: -4452.30, Son 100 Bölüm Ort. Ödül: -14205.76
Adım: 615833, Bölüm Bitti, Ödül: -8536.58, Son 100 Bölüm Ort. Ödül: -14262.35
Adım: 615856, Bölüm Bitti, Ödül: -4604.99, Son 100 Bölüm Ort. Ödül: -14273.35
Adım: 615866, Bölüm Bitti, Ödül: -2111.50, Son 100 Bölüm Ort. Ödül: -14268.95
Adım: 615955, Bölüm Bitti, Ödül: -21383.93, Son 100 Bölüm Ort. Ödül: -14352.35
Adım: 615996, Bölüm Bitti, Ödül: -8904.28, Son 100 Bölüm Ort. Ödül: -12862.13
Adım: 616026, Bölüm Bitti, Ödül: -6641.38, Son 100 Bölüm Ort. Ödül: -12812.05
Adım: 616053, Bölüm Bitti, Ödül: -6989.83, Son 100 Bölüm Ort. Ödül: -12768.61
Adım: 616078, Bölüm Bitti, Ödül: -5028.23, Son 100 Bölüm Ort. Ödül: -12784.19
Adım: 616097, Bölüm Bitti, Ödül: -4238.90, Son 100 Bölüm Ort. Ödül: -12795.75
Adım: 616119, Bölüm Bitti, Ödül: -5360.67, Son 100 Bölüm Ort. Ödül: -12831.38
Adım: 616886, Bölüm Bitti, Ödül: -170733.91, Son 100 Bölüm Ort. Ödül: -14511.94
Adım: 616903, Bölüm Bitti, Ödül: -4033.85, Son 100 Bölüm Ort. Ödül: -12324.97
Adım: 616919, Bölüm Bitti, Ödül: -3761.26, Son 100 Bölüm Ort. Ödül: -12288.42
Adım: 616951, Bölüm Bitti, Ödül: -6307.02, Son 100 Bölüm Ort. Ödül: -12283.64
Adım: 616964, Bölüm Bitti, Ödül: -2871.99, Son 100 Bölüm Ort. Ödül: -12204.79
Adım: 616995, Bölüm Bitti, Ödül: -5651.89, Son 100 Bölüm Ort. Ödül: -12153.09
Adım: 617066, Bölüm Bitti, Ödül: -16294.46, Son 100 Bölüm Ort. Ödül: -12284.34
Adım: 617082, Bölüm Bitti, Ödül: -4389.51, Son 100 Bölüm Ort. Ödül: -12282.24
Adım: 617098, Bölüm Bitti, Ödül: -3629.23, Son 100 Bölüm Ort. Ödül: -12205.03
Adım: 617139, Bölüm Bitti, Ödül: -7472.67, Son 100 Bölüm Ort. Ödül: -12254.82
Adım: 617147, Bölüm Bitti, Ödül: -1871.26, Son 100 Bölüm Ort. Ödül: -12183.55
Adım: 617164, Bölüm Bitti, Ödül: -3484.39, Son 100 Bölüm Ort. Ödül: -12169.11
Adım: 617175, Bölüm Bitti, Ödül: -2801.63, Son 100 Bölüm Ort. Ödül: -12088.05
Adım: 617204, Bölüm Bitti, Ödül: -5607.84, Son 100 Bölüm Ort. Ödül: -12118.88
Adım: 617361, Bölüm Bitti, Ödül: -35231.53, Son 100 Bölüm Ort. Ödül: -12446.21
Adım: 617388, Bölüm Bitti, Ödül: -5793.82, Son 100 Bölüm Ort. Ödül: -12451.44
Adım: 617455, Bölüm Bitti, Ödül: -15184.00, Son 100 Bölüm Ort. Ödül: -12544.59
Adım: 617472, Bölüm Bitti, Ödül: -3616.92, Son 100 Bölüm Ort. Ödül: -12557.83
Adım: 617511, Bölüm Bitti, Ödül: -8396.96, Son 100 Bölüm Ort. Ödül: -12599.17
Adım: 617526, Bölüm Bitti, Ödül: -2768.30, Son 100 Bölüm Ort. Ödül: -12607.00
Adım: 617547, Bölüm Bitti, Ödül: -4072.94, Son 100 Bölüm Ort. Ödül: -12541.80
Adım: 617588, Bölüm Bitti, Ödül: -9191.55, Son 100 Bölüm Ort. Ödül: -12412.77
Adım: 617620, Bölüm Bitti, Ödül: -6799.26, Son 100 Bölüm Ort. Ödül: -12453.04
Adım: 617645, Bölüm Bitti, Ödül: -4492.67, Son 100 Bölüm Ort. Ödül: -12403.61
Adım: 617669, Bölüm Bitti, Ödül: -5904.49, Son 100 Bölüm Ort. Ödül: -12423.12
Adım: 617681, Bölüm Bitti, Ödül: -2297.28, Son 100 Bölüm Ort. Ödül: -12286.84
Adım: 617724, Bölüm Bitti, Ödül: -10701.53, Son 100 Bölüm Ort. Ödül: -12272.03
Adım: 617741, Bölüm Bitti, Ödül: -3341.44, Son 100 Bölüm Ort. Ödül: -12116.58
Adım: 617827, Bölüm Bitti, Ödül: -18110.26, Son 100 Bölüm Ort. Ödül: -12248.41
Adım: 617851, Bölüm Bitti, Ödül: -5366.77, Son 100 Bölüm Ort. Ödül: -12182.86
Adım: 617864, Bölüm Bitti, Ödül: -3844.49, Son 100 Bölüm Ort. Ödül: -12173.12
Adım: 617883, Bölüm Bitti, Ödül: -3656.21, Son 100 Bölüm Ort. Ödül: -12178.51
Adım: 617906, Bölüm Bitti, Ödül: -4905.22, Son 100 Bölüm Ort. Ödül: -12136.89
Adım: 617931, Bölüm Bitti, Ödül: -5329.52, Son 100 Bölüm Ort. Ödül: -12144.02
Adım: 617971, Bölüm Bitti, Ödül: -9071.48, Son 100 Bölüm Ort. Ödül: -12194.73
Adım: 617990, Bölüm Bitti, Ödül: -3197.22, Son 100 Bölüm Ort. Ödül: -12197.38
Adım: 618001, Bölüm Bitti, Ödül: -2159.25, Son 100 Bölüm Ort. Ödül: -12170.01
Adım: 618021, Bölüm Bitti, Ödül: -3827.19, Son 100 Bölüm Ort. Ödül: -12187.82
Adım: 618045, Bölüm Bitti, Ödül: -5584.99, Son 100 Bölüm Ort. Ödül: -12230.36
Adım: 618055, Bölüm Bitti, Ödül: -2399.63, Son 100 Bölüm Ort. Ödül: -10049.34
Adım: 618071, Bölüm Bitti, Ödül: -4183.83, Son 100 Bölüm Ort. Ödül: -10016.69
Adım: 618084, Bölüm Bitti, Ödül: -3223.98, Son 100 Bölüm Ort. Ödül: -9992.40
Adım: 618107, Bölüm Bitti, Ödül: -4984.65, Son 100 Bölüm Ort. Ödül: -10002.09
Adım: 618130, Bölüm Bitti, Ödül: -4628.64, Son 100 Bölüm Ort. Ödül: -9939.86
Adım: 618148, Bölüm Bitti, Ödül: -4287.53, Son 100 Bölüm Ort. Ödül: -9945.69
Adım: 618203, Bölüm Bitti, Ödül: -11290.72, Son 100 Bölüm Ort. Ödül: -10012.50
Adım: 618214, Bölüm Bitti, Ödül: -2164.57, Son 100 Bölüm Ort. Ödül: -9935.80
Adım: 618232, Bölüm Bitti, Ödül: -3754.99, Son 100 Bölüm Ort. Ödül: -9928.62
Adım: 618269, Bölüm Bitti, Ödül: -9451.00, Son 100 Bölüm Ort. Ödül: -9984.89
Adım: 618295, Bölüm Bitti, Ödül: -6297.06, Son 100 Bölüm Ort. Ödül: -9951.73
Adım: 618310, Bölüm Bitti, Ödül: -4574.64, Son 100 Bölüm Ort. Ödül: -9965.32
